Filename;meta_class;width;height;ClassId;xmin;ymin;xmax;ymax
6d52a96227cb43f189d42a18da6cd512.jpg;4;39;39;forb_speed_over_10;0;0;39;39
9c0137655fd74265b740416da125a763.jpg;4;17;16;forb_speed_over_10;0;0;17;16
3898c39b7e104a6bbe46b14b5dc80cff.jpg;4;39;36;forb_weight_over_3.5t;0;0;39;36
7c15449e7cea4153a8c91341e31c9e5e.jpg;4;23;24;mand_right;0;0;23;24
30cd8c1a23a3430a99c43c359c0d6802.jpg;4;21;21;mand_right;0;0;21;21
31dfd8311f1a4a01897251dc8a0cd3bc.jpg;4;41;42;info_crosswalk;0;0;41;42
d67bbbf2c2554474a8a74c017b809f79.jpg;4;81;273;info_bus_station;0;0;81;273
34173286a18c4c078dae3fb2fa7b26cc.jpg;4;31;39;info_taxi_parking;0;0;31;39
27fa731b943149128e7fcf8533cdd7ff.jpg;4;102;97;mand_pass_left_right;0;0;102;97
755216ca13824f10a35930a76c2f99f9.jpg;4;25;50;prio_give_way;0;0;25;50
88d57ff205c64f7a9b51a9f7f6a744be.jpg;4;17;32;mand_roundabout;0;0;17;32
253f9f50b1ab45c78e4e4f46df0743a8.jpg;4;28;27;warn_other_dangers;0;0;28;27
257b101cf0b44bcd8032faf6b255e673.jpg;4;53;62;forb_speed_over_90;0;0;53;62
166703fae720472381aaf2ac0daac112.jpg;4;86;119;forb_speed_over_70;0;0;86;119
a6bfa8d101db4ecca7a0fdf6f5719780.jpg;4;27;41;info_bus_station;0;0;27;41
2e122e74b727414c907f83374c432512.jpg;4;26;26;info_crosswalk;0;0;26;26
38998a3c144146bd9bfd9eb9b996f1ac.jpg;4;37;63;info_bus_station;0;0;37;63
8e9f29e79e484a0d8310f77aefacf51d.jpg;4;85;77;warn_construction;0;0;85;77
3c951877f2ed4238b91a7094c7c671d2.jpg;4;74;76;forb_right;0;0;74;76
77ad27d3ad2a4922b07f26a6d3bfd0c9.jpg;4;79;81;forb_stopping;0;0;79;81
00fcaab82eff4c52b1a419f67ba290bf.jpg;4;38;38;info_crosswalk;0;0;38;38
5653ab4f4f2b4b21a3dbeb6a48466814.jpg;4;28;25;forb_speed_over_5;0;0;28;25
8ec97251228943b3baeaff439374367f.jpg;4;145;177;info_parking;0;0;145;177
285c7a4c11ae4643bc13e51e11582d56.jpg;4;18;18;forb_stopping;0;0;18;18
5b9c5098e8f54659916a224ca7a0a03a.jpg;4;233;231;prio_stop;0;0;233;231
92e100794d024ae9bc5bcc2215d756bc.jpg;4;30;29;forb_overtake;0;0;30;29
7594b8d5849c41518d5ed42cdf36a838.jpg;4;42;47;mand_straight;0;0;42;47
f7e70be1600f4078ba7d3f3aff256d56.jpg;4;43;64;info_parking;0;0;43;64
49c812b82e2340dfbb6aa3a95535e688.jpg;4;45;58;info_parking;0;0;45;58
800b1835efe04ce2b0277bc1db577138.jpg;4;205;217;forb_ahead;0;0;205;217
04267b759d13484a8bab6aa6e18c71e2.jpg;4;39;46;forb_speed_over_5;0;0;39;46
5b8f34cd4085408488269e072447feb3.jpg;4;51;54;info_one_way_traffic;0;0;51;54
1759cf33f5b34a53a030b9c523b18917.jpg;4;32;40;info_bus_station;0;0;32;40
df8c6d2abde24992afd3dc88cc48b5a3.jpg;4;114;123;forb_right;0;0;114;123
7e244a7494fa4dac90a5282d877d7a54.jpg;4;64;66;mand_pass_right;0;0;64;66
89d2f498f16645bc9e88c940a8c07ba8.jpg;4;13;16;mand_pass_right;0;0;13;16
8ab4e93c7a814bb4b07a2889338966c1.jpg;4;20;21;mand_roundabout;0;0;20;21
15f4e87bddcd45d5b6ca8266b41247fc.jpg;4;31;26;prio_give_way;0;0;31;26
d8cb220a9f774493a21e031c1243ca48.jpg;4;20;21;forb_overtake;0;0;20;21
909acc5c158e40339596ec2a387605e9.jpg;4;78;98;prio_priority_road;0;0;78;98
5cca1bc6b6924cec96244e98afafca64.jpg;4;35;69;info_crosswalk;0;0;35;69
0ec0e8249bb44089bcb1a80e60e38598.jpg;4;18;20;info_crosswalk;0;0;18;20
03bc3eb2449f4590adca0c46e4757276.jpg;4;30;29;warn_speed_bumper;0;0;30;29
9babef99dd1a439f9eb81f8512b559ea.jpg;4;90;112;mand_roundabout;0;0;90;112
05a391f8cf3d49c7b470fd2664c03f2a.jpg;4;128;138;prio_give_way;0;0;128;138
2adbecf4bba74fe5826e1cd30fa48f7c.jpg;4;51;64;mand_pass_left_right;0;0;51;64
9876fb54101f4c1db3a409fc2a36417d.jpg;4;25;25;forb_speed_over_30;0;0;25;25
98324d7e7d9c4c1e8b2489ea794d1c96.jpg;4;27;26;warn_tram;0;0;27;26
ccd11b60e2074aa8b9f1a60fd99fa8a8.jpg;4;23;25;forb_right;0;0;23;25
0b59e825af6f4e61aed36eeec3478d39.jpg;4;33;36;forb_weight_over_3.5t;0;0;33;36
c5244240cfd5474c9a4ac052246fc9b7.jpg;4;55;87;warn_poor_road_surface;0;0;55;87
fc17339d8f77496aa6b8f731eb135a5c.jpg;4;52;86;forb_speed_over_40;0;0;52;86
77af2bdb7ae24aaf99632a2a2642f716.jpg;4;28;28;forb_stopping;0;0;28;28
09787cf0b1d449f49a75806a36d82458.jpg;4;28;30;forb_trucks;0;0;28;30
2cbbf253ccb348bc856ac3e0d9a52237.jpg;4;62;84;mand_right;0;0;62;84
f21352605632454d980b4b355c651f35.jpg;4;72;89;prio_give_way;0;0;72;89
4d70f8a85a8447eeb993e67ed1c62515.jpg;4;87;73;warn_roundabout;0;0;87;73
ce4f5368e15642439a3a7146fff459da.jpg;4;81;72;forb_speed_over_30;0;0;81;72
7cb4bb4fd16540adb7bfa6936bb218ac.jpg;4;36;53;info_one_way_traffic;0;0;36;53
c076ff5ffedc4b7e85ea75dae86deac9.jpg;4;35;47;forb_speed_over_10;0;0;35;47
7d56e99cade542228a870acfabbe3b75.jpg;4;146;130;prio_give_way;0;0;146;130
7c3e521296a248b2a4361cad0773df52.jpg;4;111;110;info_crosswalk;0;0;111;110
5581fa5eb51f4d0aac18b8d6ea7b80d9.jpg;4;101;105;mand_right;0;0;101;105
a1933dcfe2184f02959a22f7ba1d4dfd.jpg;4;152;143;forb_right;0;0;152;143
4e504564bf3949c98f69138af141bd97.jpg;4;57;72;forb_stopping;0;0;57;72
3f894fc5a65446e0afc46c10cd87e937.jpg;4;31;30;prio_stop;0;0;31;30
e282f6b2d2974185915ec1b3f7d24f79.jpg;4;33;35;info_crosswalk;0;0;33;35
00817ac0e8b643a3a361d4932ce78b6f.jpg;4;106;108;info_parking;0;0;106;108
fcc3e4d18f74452399b156ee45b3577b.jpg;4;28;29;warn_cyclists;0;0;28;29
e87f86fcdd7740f68fd4b045073f5483.jpg;4;20;34;info_highway;0;0;20;34
12626ae4625f49a3851be9d79343ab76.jpg;4;47;77;warn_two_way_traffic;0;0;47;77
d268806b3b7f4400b0948c958bb56e94.jpg;4;73;87;forb_overtake;0;0;73;87
6a046003026a43268edb671021bfe984.jpg;4;224;421;forb_ahead;0;0;224;421
0c251a7e76094dc9a358bf66d313c075.jpg;4;19;23;info_one_way_traffic;0;0;19;23
edf654f93c0640508998d76d09eb3917.jpg;4;60;59;forb_left;0;0;60;59
478c14cdc16944708ee82f5972e90bdf.jpg;4;29;37;prio_stop;0;0;29;37
86f3c21978064d36b9092be1b35f1b63.jpg;4;69;68;forb_overtake;0;0;69;68
5e31aee6fb79412e92b08c8dfca4fedd.jpg;4;33;60;warn_construction;0;0;33;60
7f13ba53694d40698b7e76c924ba6be4.jpg;4;55;57;forb_speed_over_30;0;0;55;57
7de4c50a99d342dfa2faf9314b3f779d.jpg;4;66;55;warn_crosswalk;0;0;66;55
e426e604892f4731a585e7d4a5de6f04.jpg;4;27;26;warn_cyclists;0;0;27;26
da9a521fd4064090a0ab817c1cab6e0e.jpg;4;26;29;mand_pass_left_right;0;0;26;29
dda1f676885040f4be3a595c2c447906.jpg;4;69;66;warn_crosswalk;0;0;69;66
647babad4a2e414ababf492730d64683.jpg;4;64;71;forb_overtake;0;0;64;71
373aa80ea86d4959b589f3218db9ebfc.jpg;4;83;80;forb_weight_over_3.5t;0;0;83;80
0ed50f4b44b944fc95718e1ea97bfe63.jpg;4;82;83;forb_right;0;0;82;83
24273c1061e142eda92a3881f3e240f8.jpg;4;92;91;info_crosswalk;0;0;92;91
7712d024362a454d906645ddac652b7c.jpg;4;132;147;mand_pass_left;0;0;132;147
f580c925bf434201bd420b74b39b2a0e.jpg;4;68;49;warn_poor_road_surface;0;0;68;49
12ab259516bf46279242aa1c9717eff7.jpg;4;112;115;forb_left;0;0;112;115
6b9fc7de387d40879640c7fe688ee0ca.jpg;4;125;128;info_crosswalk;0;0;125;128
c29648e42c2543a9beee4cc1bdf7d814.jpg;4;91;95;forb_speed_over_30;0;0;91;95
9740f638d26943b8a05ed77ead7312f2.jpg;4;98;86;warn_crosswalk;0;0;98;86
7dd19a3006154051ac8954ea5b89c093.jpg;4;12;13;info_parking;0;0;12;13
c23f4f6481cc4f549fc7334259dc5b04.jpg;4;15;21;info_parking;0;0;15;21
9701872204e0459ea0ac2622127c6edb.jpg;4;19;20;forb_speed_over_40;0;0;19;20
589442b128474902b5f37c7be9b08ebc.jpg;4;16;15;info_one_way_traffic;0;0;16;15
b6ebdfe46b05472fac0a3ab5d9a47190.jpg;4;58;60;mand_straigh_left;0;0;58;60
6a96623393cc4d16a04d0f396e33c355.jpg;4;69;68;info_crosswalk;0;0;69;68
a94e01c4159f4d2e8bacaf68dde027c1.jpg;4;19;19;info_one_way_traffic;0;0;19;19
5c78f48595a54da9bae07590ce52893e.jpg;4;10;13;info_highway;0;0;10;13
01f22e3ee2a0423ca4f43f8553b79a5e.jpg;4;19;25;forb_speed_over_130;0;0;19;25
2eab44a9e116440c91e6d22e52ef6aff.jpg;4;19;25;forb_speed_over_80;0;0;19;25
e6d0c3aa4b734cf9b3ee61d084cd83b7.jpg;4;122;168;forb_stopping;0;0;122;168
617562fc5a224f2889d10c92347fc7b9.jpg;4;32;40;info_bus_station;0;0;32;40
a522b2ea08d142a39965878103289c7b.jpg;4;22;23;info_crosswalk;0;0;22;23
9fa1d14d4929456790ef9d7b1995919c.jpg;4;20;18;forb_left;0;0;20;18
c70062a9bbde4d719896a40d71c3adab.jpg;4;77;100;warn_cyclists;0;0;77;100
8b3839b1556549a4a10e162648608cb0.jpg;4;34;27;warn_poor_road_surface;0;0;34;27
6d7d41beb2a941a19b7e28091e63bce2.jpg;4;56;54;info_one_way_traffic;0;0;56;54
e09b78c76af943dca39311b24c88f446.jpg;4;51;51;forb_speed_over_10;0;0;51;51
503f7b533c314be89c76541299f009dd.jpg;4;54;47;forb_ahead;0;0;54;47
c5826c2b09bb4d5faeaabd717d51b54b.jpg;4;48;43;mand_pass_right;0;0;48;43
2fbcafb05aeb4e7b9d13fd3e40d438b5.jpg;4;24;25;mand_pass_left_right;0;0;24;25
d142db4a47694e6eae68a8c9e829eeb8.jpg;4;43;47;forb_right;0;0;43;47
a9cc3fc8f15d41dc8b9797f5d2a1cfc0.jpg;4;43;46;mand_pass_left;0;0;43;46
6df30bd75aa94854ba59d193176e3208.jpg;4;47;50;forb_overtake;0;0;47;50
dbcd326424bc4935aa5b8a6586beb328.jpg;4;46;49;forb_speed_over_60;0;0;46;49
c7d2743927f447e2b4d273c1d10cd2fb.jpg;4;58;65;forb_overtake;0;0;58;65
bc768d76855244b3a9e5d75d7539b10c.jpg;4;59;72;forb_speed_over_60;0;0;59;72
08b11c3d7ad442a3a4f590c6e431f141.jpg;4;15;16;mand_pass_left_right;0;0;15;16
e1234f17dd394002ae1e9016b3765bf2.jpg;4;37;40;forb_speed_over_20;0;0;37;40
45a8072509d841e1a111a55c0edf9052.jpg;4;27;25;warn_slippery_road;0;0;27;25
5c8c073c09f34f33b721e06f5abac6c6.jpg;4;152;207;mand_pass_left_right;0;0;152;207
9f5ad27e513d4212b0ef23822a88fe71.jpg;4;31;37;forb_weight_over_3.5t;0;0;31;37
cfca5c20b52f48e1a4f61d97eabdbb13.jpg;4;30;35;forb_speed_over_10;0;0;30;35
6d709b3612ab41b49fa54440f2a59dc0.jpg;4;16;15;forb_stopping;0;0;16;15
9ef59275ebb143c59630ae1cf343b40d.jpg;4;31;33;forb_speed_over_5;0;0;31;33
553a72c65d444d159a903eac572d3890.jpg;4;33;33;mand_pass_left;0;0;33;33
69c8165b14034b459b6bad400ee1aba0.jpg;4;15;15;forb_right;0;0;15;15
48842436e87b47f4a72abe22a63df5c9.jpg;4;14;14;forb_stopping;0;0;14;14
7fc19d2ab7794348af1474458db4c036.jpg;4;89;82;mand_bike_lane;0;0;89;82
62c7fd2126f340efb53b2281c56b9e94.jpg;4;30;33;info_parking;0;0;30;33
256d5382ca1b42a7aac76bbf9dc2d7a7.jpg;4;29;25;prio_give_way;0;0;29;25
7a3ffbd765ac403ab56a0c50f3da1938.jpg;4;27;28;info_crosswalk;0;0;27;28
8a37c24bd22446d0a57d4c1b02238b34.jpg;4;27;27;forb_left;0;0;27;27
90514c41df0c4bd0b1cd55ef8f74c24a.jpg;4;133;130;prio_give_way;0;0;133;130
84d213a610a74213ac6ef73bc36a204e.jpg;4;37;32;warn_children;0;0;37;32
74774842ac2a4b02980e1d75053a96a8.jpg;4;32;34;forb_speed_over_10;0;0;32;34
87436133a95d431fb8ddae8578f5d31b.jpg;4;98;153;prio_priority_road;0;0;98;153
ee3dc5c1fbb749dc8d489d1ca06c2521.jpg;4;109;105;info_crosswalk;0;0;109;105
75af8406c0144729afc72f8875678a62.jpg;4;99;100;forb_speed_over_50;0;0;99;100
f302a60cc71f444a9294c80003c2bf4f.jpg;4;76;82;prio_give_way;0;0;76;82
37a823c302014ef69c45e2c78d0aeb76.jpg;4;94;63;prio_give_way;0;0;94;63
089d9b7c234641979ad430cbc513129e.jpg;4;21;25;mand_pass_right;0;0;21;25
f72e927fce8549c8a0c08aba090bebbb.jpg;4;20;18;mand_pass_left_right;0;0;20;18
f184377b664f482a8d81a9e8e7531242.jpg;4;12;22;mand_pass_left;0;0;12;22
6259e9be3f804139a22fc76804b5f8f8.jpg;4;34;38;forb_stopping;0;0;34;38
1670666291ed4ef18ac4504030d5bcc5.jpg;4;28;33;forb_speed_over_10;0;0;28;33
f5a3e70ec5894d5587304564c225b512.jpg;4;63;77;warn_slippery_road;0;0;63;77
fcaaf4b35f5f4353a5bfad14cd7044e5.jpg;4;57;68;warn_slippery_road;0;0;57;68
4f06ae1b85a847cc858e588e36413691.jpg;4;12;12;warn_slippery_road;0;0;12;12
3fd51edade1840b290bf2b2e8e66425f.jpg;4;80;77;warn_wild_animals;0;0;80;77
7c8e2fb059d141819bafa43a0ff7b19f.jpg;4;65;61;forb_weight_over_3.5t;0;0;65;61
b64a1ecdb1044f26972fe73609c9cfaf.jpg;4;47;54;info_crosswalk;0;0;47;54
ddc6bafdfce74334ac2f042cdd880960.jpg;4;40;47;forb_stopping;0;0;40;47
853537949edf42d69b2876edaa2e68e0.jpg;4;40;47;forb_weight_over_7.5t;0;0;40;47
3a8bdc58a460439e9ee3a49a9349f30c.jpg;4;62;82;forb_left;0;0;62;82
ecab9c11588d441197817b561900c731.jpg;4;60;82;forb_u_turn;0;0;60;82
26067666f86149c2ad63778a7fcc14a4.jpg;4;79;74;forb_weight_over_3.5t;0;0;79;74
3fa0ed7e1c0d4d80bc4d81393a0f50e1.jpg;4;87;78;warn_crosswalk;0;0;87;78
1ad46e49779e4562b03fa3bde59ea368.jpg;4;81;70;warn_cyclists;0;0;81;70
7eeb4c4dccf6460395eb7066453b6b58.jpg;4;46;46;mand_right;0;0;46;46
787cd1b53a434a6bbb25f06625bd3b92.jpg;4;135;149;info_crosswalk;0;0;135;149
4c9df7c05f2f4f5bbf7fe125e25ede26.jpg;4;51;49;prio_stop;0;0;51;49
9fbaf1185a5f410bab8ffb47dc190788.jpg;4;24;42;warn_crosswalk;0;0;24;42
b20554275c2943729d2f7c6ca954787b.jpg;4;13;17;mand_pass_right;0;0;13;17
ab3861a562d0452487087ed2a232989d.jpg;4;10;11;info_parking;0;0;10;11
37f8c86129d24f51b76c8727adcfd46b.jpg;4;203;128;forb_speed_over_30;0;0;203;128
df0bf7f644a14c7487345ec01623d8cf.jpg;4;38;44;info_parking;0;0;38;44
41f9390f119e4ee28c08abfaf6359c43.jpg;4;12;20;info_parking;0;0;12;20
f3f94df9379a447c9f29ba3d4bc3c752.jpg;4;59;57;forb_right;0;0;59;57
aeec1071d38248f19d2cd250f04033cd.jpg;4;90;94;forb_left;0;0;90;94
334a92a8cf1848f79debdf3e25e0b0d5.jpg;4;91;93;forb_overtake;0;0;91;93
24cbfea69bfc46eb9e8b7ca9ae9e5ff3.jpg;4;53;65;forb_right;0;0;53;65
0be75baf212b4e6dbce514e01368d243.jpg;4;56;69;prio_stop;0;0;56;69
ce440bcf732d4f779d8639aaf5e6eb17.jpg;4;57;73;info_crosswalk;0;0;57;73
07604f5512024258b3a3ade9b81eec09.jpg;4;24;23;forb_overtake;0;0;24;23
bbea83e262a04d188c1a477f2da673bc.jpg;4;24;22;forb_speed_over_60;0;0;24;22
9e7a822faa284d2aa8db46007b47d26e.jpg;4;62;74;forb_weight_over_7.5t;0;0;62;74
79de5bf069ad4bacbb215a3ee0cdec8b.jpg;4;491;174;prio_give_way;0;0;491;174
1478f14ac7bb4f558b72b404356c18d2.jpg;4;65;68;forb_overtake;0;0;65;68
c839d8997e5849ce82c5601886722702.jpg;4;67;65;forb_speed_over_50;0;0;67;65
2a44d614d849493b931e00da2eefc692.jpg;4;35;36;forb_left;0;0;35;36
a5aeb8f05bde454b83cf713bfd2db99a.jpg;4;37;54;info_crosswalk;0;0;37;54
29dc4b70d4344b39b0132a06ea753651.jpg;4;31;47;forb_speed_over_5;0;0;31;47
2c772efda60a449380deb7dfa9e3adfe.jpg;4;65;57;prio_stop;0;0;65;57
774726157f9b4e009fff108b9653fadb.jpg;4;62;58;mand_left;0;0;62;58
85615e3f4f30465ca74803f11dea9172.jpg;4;98;125;forb_left;0;0;98;125
5b391ac1e0d543b2b8ce99884e6728f7.jpg;4;98;126;forb_stopping;0;0;98;126
1cb859073cc84e85a83b9594e8eafff5.jpg;4;30;30;info_crosswalk;0;0;30;30
37e870f50790469aa0923fcb2bfc8159.jpg;4;28;26;forb_stopping;0;0;28;26
dd68c0b729f74bd6a4e1fb60a5d82472.jpg;4;57;102;mand_right;0;0;57;102
741bdb90492e4a59b8ee6e1674798b26.jpg;4;26;31;forb_speed_over_70;0;0;26;31
53b3258099c948ce8adab2cb9a9444e2.jpg;4;30;27;warn_wild_animals;0;0;30;27
cc47ad4964b34e66b13db5a03c7ab814.jpg;4;49;48;warn_cyclists;0;0;49;48
663724e2a8974a32bcb7c8c0d2c6b4b8.jpg;4;31;33;info_crosswalk;0;0;31;33
211b8cbc3e094d16aeeb8c7883a12040.jpg;4;44;111;warn_slippery_road;0;0;44;111
cc17275ccdc74c7ba61cf43044a439cc.jpg;4;33;24;forb_speed_over_40;0;0;33;24
58a7c98857b24a97b3404a48bf13f229.jpg;4;147;46;forb_speed_over_50;0;0;147;46
2d81f72b2b5d482eb953b1cf57105d51.jpg;4;42;42;forb_speed_over_40;0;0;42;42
5113ea1267c549b5a68602baebf4b4f6.jpg;4;45;41;warn_slippery_road;0;0;45;41
d2abecacc98649f88287e5d4f82ff062.jpg;4;41;52;mand_pass_left_right;0;0;41;52
e025685c1ae54c6dac004ad04c4e8289.jpg;4;28;30;forb_overtake;0;0;28;30
9ba4848151494caa969567ef5b423d44.jpg;4;53;60;forb_speed_over_50;0;0;53;60
383789e325a74e9ea4a612e01647c5e3.jpg;4;35;35;forb_speed_over_50;0;0;35;35
e343f16e54134714bc712b2b9f1aa9f9.jpg;4;56;28;forb_speed_over_50;0;0;56;28
78351564e53d4254ae234c700d738558.jpg;4;9;7;prio_give_way;0;0;9;7
91514e2e5d144be1905cebcd7d51e3d4.jpg;4;34;32;forb_speed_over_60;0;0;34;32
e6dbfc4616cb4c7eae3885ebf77763aa.jpg;4;182;163;prio_give_way;0;0;182;163
f7c09a3ba41e4f80bcdf45914245380e.jpg;4;32;57;forb_speed_over_60;0;0;32;57
62dc5d94301846a4b2024608854b8d89.jpg;4;33;44;info_parking;0;0;33;44
f74c2fe4ff6144d89e8c5d9b3f219e63.jpg;4;54;51;mand_roundabout;0;0;54;51
72e75ec022ce459db3e335640eb89398.jpg;4;75;68;prio_give_way;0;0;75;68
f52e02156cc14d069e79ec33ff08ec2f.jpg;4;124;93;prio_give_way;0;0;124;93
0fbfd947b3d94789a744c3b7dc96da6c.jpg;4;15;15;mand_pass_left_right;0;0;15;15
bdab4eddbf734d0d838bb8d4a7c0fc5d.jpg;4;7;10;prio_give_way;0;0;7;10
dafdada35a53434fae346b341b3c7c62.jpg;4;46;43;warn_traffic_light;0;0;46;43
869c6e099e1643f38bef588e975c897d.jpg;4;94;99;prio_priority_road;0;0;94;99
0cd21a12d0ab4e0b859ae26e52aa4eb7.jpg;4;28;27;warn_speed_bumper;0;0;28;27
ff31d9b684e94082ba0125d8599838ed.jpg;4;26;28;info_one_way_traffic;0;0;26;28
b785bce3ced449fda1062f2777a2c103.jpg;4;23;24;forb_weight_over_3.5t;0;0;23;24
5ec09e0de09d43aca7e7e3c25c82bb97.jpg;4;26;26;forb_speed_over_30;0;0;26;26
04edfd7a28ad4977af8e70c596633db9.jpg;4;36;40;forb_speed_over_50;0;0;36;40
d8a6af44cb254efa891d6891ab8af3fd.jpg;4;96;93;info_crosswalk;0;0;96;93
032b173180434823a0859791d283812d.jpg;4;116;133;forb_right;0;0;116;133
3f5de65a9e3048be9d7877a86371017a.jpg;4;58;51;warn_cyclists;0;0;58;51
c23e3b006f58407292f319ca9b73cc35.jpg;4;42;34;warn_traffic_light;0;0;42;34
556bef21ebb84f14a566fc4f27121855.jpg;4;21;23;info_crosswalk;0;0;21;23
4b900b3592334d079b60cf08202980f2.jpg;4;19;19;forb_speed_over_60;0;0;19;19
17e6107fc9134244b868b725c02d3604.jpg;4;16;19;info_bus_station;0;0;16;19
ffd85aaaa1764d10a8bb681d7767a2a3.jpg;4;81;80;mand_pass_right;0;0;81;80
47da9d215d88453695d4a46155ec78a6.jpg;4;31;33;forb_right;0;0;31;33
e7c5106c32274cbbad97fbe0cf12fefe.jpg;4;38;39;info_crosswalk;0;0;38;39
c371768a25cd4ddcb768d8f7978303c8.jpg;4;14;15;forb_ahead;0;0;14;15
27af716a79ed4a3abf1ebee01287c7de.jpg;4;9;9;info_crosswalk;0;0;9;9
d752b40a257c4a049d861c2cfaaed7dd.jpg;4;94;116;mand_pass_right;0;0;94;116
0127b5135ba746c2a12708350a218f0f.jpg;4;57;83;warn_poor_road_surface;0;0;57;83
7ea63565c94f41b591c2784ac7c8463f.jpg;4;24;26;forb_speed_over_5;0;0;24;26
